# x [kpc]	y [kpc]	Phi_eff(x,y)
5	13.3	0.177305
5.1	13.3	0.17767
5.2	13.3	0.178042
5.3	13.3	0.17842
5.4	13.3	0.178805
5.5	13.3	0.179197
5.6	13.3	0.179595
5.7	13.3	0.179999
5.8	13.3	0.18041
5.9	13.3	0.180827
6	13.3	0.181251
6.1	13.3	0.18168
6.2	13.3	0.182117
6.3	13.3	0.182559
6.4	13.3	0.183008
6.5	13.3	0.183463
6.6	13.3	0.183924
6.7	13.3	0.184392
6.8	13.3	0.184865
6.9	13.3	0.185345
7	13.3	0.18583
7.1	13.3	0.186322
7.2	13.3	0.18682
7.3	13.3	0.187324
7.4	13.3	0.187833
7.5	13.3	0.188349
7.6	13.3	0.188871
7.7	13.3	0.189398
7.8	13.3	0.189932
7.9	13.3	0.190471
8	13.3	0.191016
8.1	13.3	0.191567
8.2	13.3	0.192123
8.3	13.3	0.192685
8.4	13.3	0.193254
8.5	13.3	0.193827
8.6	13.3	0.194407
8.7	13.3	0.194992
8.8	13.3	0.195582
8.9	13.3	0.196178
9	13.3	0.19678
9.1	13.3	0.197387
9.2	13.3	0.198
9.3	13.3	0.198618
9.4	13.3	0.199242
9.5	13.3	0.199871
9.6	13.3	0.200506
9.7	13.3	0.201146
9.8	13.3	0.201792
9.9	13.3	0.202442
10	13.3	0.203099
10.1	13.3	0.20376
10.2	13.3	0.204427
10.3	13.3	0.205099
10.4	13.3	0.205776
10.5	13.3	0.206459
10.6	13.3	0.207147
10.7	13.3	0.20784
10.8	13.3	0.208538
10.9	13.3	0.209242
11	13.3	0.20995
11.1	13.3	0.210664
11.2	13.3	0.211383
11.3	13.3	0.212107
11.4	13.3	0.212836
11.5	13.3	0.21357
11.6	13.3	0.214309
11.7	13.3	0.215053
11.8	13.3	0.215803
11.9	13.3	0.216557
12	13.3	0.217316
12.1	13.3	0.21808
12.2	13.3	0.21885
12.3	13.3	0.219624
12.4	13.3	0.220403
12.5	13.3	0.221187
12.6	13.3	0.221976
12.7	13.3	0.22277
12.8	13.3	0.223569
12.9	13.3	0.224373
13	13.3	0.225182
13.1	13.3	0.225995
13.2	13.3	0.226814
13.3	13.3	0.227637
13.4	13.3	0.228465
13.5	13.3	0.229298
13.6	13.3	0.230136
13.7	13.3	0.230978
13.8	13.3	0.231826
13.9	13.3	0.232678
14	13.3	0.233535
14.1	13.3	0.234396
14.2	13.3	0.235263
14.3	13.3	0.236134
14.4	13.3	0.23701
14.5	13.3	0.237891
14.6	13.3	0.238776
14.7	13.3	0.239666
14.8	13.3	0.240561
14.9	13.3	0.241461
15	13.3	0.242365
15.1	13.3	0.243274
15.2	13.3	0.244188
15.3	13.3	0.245106
15.4	13.3	0.246029
15.5	13.3	0.246957
15.6	13.3	0.247889
15.7	13.3	0.248826
15.8	13.3	0.249768
15.9	13.3	0.250714
16	13.3	0.251665
16.1	13.3	0.252621
16.2	13.3	0.253581
16.3	13.3	0.254546
16.4	13.3	0.255515
16.5	13.3	0.256489
16.6	13.3	0.257468
16.7	13.3	0.258451
16.8	13.3	0.259439
16.9	13.3	0.260432
17	13.3	0.261429
17.1	13.3	0.262431
17.2	13.3	0.263437
17.3	13.3	0.264448
17.4	13.3	0.265463
17.5	13.3	0.266483
17.6	13.3	0.267508
17.7	13.3	0.268537
17.8	13.3	0.269571
17.9	13.3	0.270609
18	13.3	0.271652
18.1	13.3	0.272699
18.2	13.3	0.273751
18.3	13.3	0.274808
18.4	13.3	0.275869
18.5	13.3	0.276934
18.6	13.3	0.278005
18.7	13.3	0.279079
18.8	13.3	0.280159
18.9	13.3	0.281242
19	13.3	0.282331
19.1	13.3	0.283423
19.2	13.3	0.284521
19.3	13.3	0.285623
19.4	13.3	0.286729
19.5	13.3	0.28784
19.6	13.3	0.288955
19.7	13.3	0.290075
19.8	13.3	0.2912
19.9	13.3	0.292329

-20	13.4	0.29422
-19.9	13.4	0.293088
-19.8	13.4	0.291959
-19.7	13.4	0.290836
-19.6	13.4	0.289716
-19.5	13.4	0.288602
-19.4	13.4	0.287492
-19.3	13.4	0.286386
-19.2	13.4	0.285285
-19.1	13.4	0.284189
-19	13.4	0.283097
-18.9	13.4	0.282009
-18.8	13.4	0.280926
-18.7	13.4	0.279848
-18.6	13.4	0.278774
-18.5	13.4	0.277705
-18.4	13.4	0.27664
-18.3	13.4	0.27558
-18.2	13.4	0.274524
-18.1	13.4	0.273473
-18	13.4	0.272427
-17.9	13.4	0.271385
-17.8	13.4	0.270347
-17.7	13.4	0.269315
-17.6	13.4	0.268286
-17.5	13.4	0.267263
-17.4	13.4	0.266244
-17.3	13.4	0.265229
-17.2	13.4	0.264219
-17.1	13.4	0.263214
-17	13.4	0.262213
-16.9	13.4	0.261217
-16.8	13.4	0.260226
-16.7	13.4	0.259239
-16.6	13.4	0.258257
-16.5	13.4	0.257279
-16.4	13.4	0.256306
-16.3	13.4	0.255338
-16.2	13.4	0.254374
-16.1	13.4	0.253415
-16	13.4	0.25246
-15.9	13.4	0.25151
-15.8	13.4	0.250565
-15.7	13.4	0.249624
-15.6	13.4	0.248689
-15.5	13.4	0.247757
-15.4	13.4	0.246831
-15.3	13.4	0.245909
-15.2	13.4	0.244992
-15.1	13.4	0.244079
-15	13.4	0.243171
-14.9	13.4	0.242268
-14.8	13.4	0.24137
-14.7	13.4	0.240476
-14.6	13.4	0.239587
-14.5	13.4	0.238703
-14.4	13.4	0.237824
-14.3	13.4	0.236949
-14.2	13.4	0.236079
-14.1	13.4	0.235214
-14	13.4	0.234353
-13.9	13.4	0.233498
-13.8	13.4	0.232647
-13.7	13.4	0.231801
-13.6	13.4	0.23096
-13.5	13.4	0.230123
-13.4	13.4	0.229292
-13.3	13.4	0.228465
-13.2	13.4	0.227643
-13.1	13.4	0.226826
-13	13.4	0.226014
-12.9	13.4	0.225207
-12.8	13.4	0.224404
-12.7	13.4	0.223607
-12.6	13.4	0.222814
-12.5	13.4	0.222027
-12.4	13.4	0.221244
-12.3	13.4	0.220466
-12.2	13.4	0.219694
-12.1	13.4	0.218926
-12	13.4	0.218163
-11.9	13.4	0.217405
-11.8	13.4	0.216652
-11.7	13.4	0.215905
-11.6	13.4	0.215162
-11.5	13.4	0.214424
-11.4	13.4	0.213692
-11.3	13.4	0.212964
-11.2	13.4	0.212242
-11.1	13.4	0.211525
-11	13.4	0.210812
-10.9	13.4	0.210106
-10.8	13.4	0.209404
-10.7	13.4	0.208707
-10.6	13.4	0.208016
-10.5	13.4	0.20733
-10.4	13.4	0.206649
-10.3	13.4	0.205973
-10.2	13.4	0.205303
-10.1	13.4	0.204637
-10	13.4	0.203978
-9.9	13.4	0.203323
-9.8	13.4	0.202674
-9.7	13.4	0.20203
-9.6	13.4	0.201392
-9.5	13.4	0.200759
-9.4	13.4	0.200131
-9.3	13.4	0.199509
-9.2	13.4	0.198893
-9.1	13.4	0.198282
-9	13.4	0.197676
-8.9	13.4	0.197076
-8.8	13.4	0.196482
-8.7	13.4	0.195893
-8.6	13.4	0.19531
-8.5	13.4	0.194732
-8.4	13.4	0.19416
-8.3	13.4	0.193594
-8.2	13.4	0.193033
-8.1	13.4	0.192478
-8	13.4	0.191929
-7.9	13.4	0.191386
-7.8	13.4	0.190848
-7.7	13.4	0.190317
-7.6	13.4	0.189791
-7.5	13.4	0.189271
-7.4	13.4	0.188757
-7.3	13.4	0.188249
-7.2	13.4	0.187747
-7.1	13.4	0.187251
-7	13.4	0.186761
-6.9	13.4	0.186277
-6.8	13.4	0.185799
-6.7	13.4	0.185327
-6.6	13.4	0.184861
-6.5	13.4	0.184402
-6.4	13.4	0.183948
-6.3	13.4	0.183501
-6.2	13.4	0.18306
-6.1	13.4	0.182626
-6	13.4	0.182197
-5.9	13.4	0.181775
-5.8	13.4	0.18136
-5.7	13.4	0.180951
-5.6	13.4	0.180548
-5.5	13.4	0.180151
-5.4	13.4	0.179762
-5.3	13.4	0.179378
-5.2	13.4	0.179002
-5.1	13.4	0.178631
-5	13.4	0.178268
-4.9	13.4	0.177911
-4.8	13.4	0.17756
-4.7	13.4	0.177217
-4.6	13.4	0.17688
-4.5	13.4	0.17655
-4.4	13.4	0.176226
-4.3	13.4	0.175909
-4.2	13.4	0.1756
-4.1	13.4	0.175297
-4	13.4	0.175001
-3.9	13.4	0.174712
-3.8	13.4	0.174429
-3.7	13.4	0.174154
-3.6	13.4	0.173886
-3.5	13.4	0.173625
-3.4	13.4	0.17337
-3.3	13.4	0.173123
-3.2	13.4	0.172883
-3.1	13.4	0.17265
-3	13.4	0.172424
-2.9	13.4	0.172206
-2.8	13.4	0.171994
-2.7	13.4	0.17179
-2.6	13.4	0.171593
-2.5	13.4	0.171403
-2.4	13.4	0.171221
-2.3	13.4	0.171046
-2.2	13.4	0.170878
-2.1	13.4	0.170717
-2	13.4	0.170564
-1.9	13.4	0.170418
-1.8	13.4	0.17028
-1.7	13.4	0.170149
-1.6	13.4	0.170025
-1.5	13.4	0.169909
-1.4	13.4	0.1698
-1.3	13.4	0.169699
-1.2	13.4	0.169605
-1.1	13.4	0.169518
-1	13.4	0.16944
-0.9	13.4	0.169368
-0.8	13.4	0.169304
-0.7	13.4	0.169248
-0.6	13.4	0.169199
-0.5	13.4	0.169157
-0.4	13.4	0.169124
-0.3	13.4	0.169097
-0.2	13.4	0.169078
-0.1	13.4	0.169067
1.52933e-14	13.4	0.169063
0.1	13.4	0.169067
0.2	13.4	0.169079
0.3	13.4	0.169098
0.4	13.4	0.169124
0.5	13.4	0.169158
0.6	13.4	0.169199
0.7	13.4	0.169248
0.8	13.4	0.169305
0.9	13.4	0.169369
1	13.4	0.16944
1.1	13.4	0.169519
1.2	13.4	0.169606
1.3	13.4	0.1697
1.4	13.4	0.169801
1.5	13.4	0.16991
1.6	13.4	0.170026
1.7	13.4	0.17015
1.8	13.4	0.170281
1.9	13.4	0.17042
2	13.4	0.170566
2.1	13.4	0.170719
2.2	13.4	0.17088
2.3	13.4	0.171048
2.4	13.4	0.171223
2.5	13.4	0.171405
2.6	13.4	0.171595
2.7	13.4	0.171792
2.8	13.4	0.171996
2.9	13.4	0.172208
3	13.4	0.172426
3.1	13.4	0.172652
3.2	13.4	0.172885
3.3	13.4	0.173125
3.4	13.4	0.173372
3.5	13.4	0.173627
3.6	13.4	0.173888
3.7	13.4	0.174156
3.8	13.4	0.174431
3.9	13.4	0.174714
4	13.4	0.175003
4.1	13.4	0.175299
4.2	13.4	0.175602
4.3	13.4	0.175911
4.4	13.4	0.176228
4.5	13.4	0.176551
4.6	13.4	0.176882
4.7	13.4	0.177218
4.8	13.4	0.177562
4.9	13.4	0.177912
5	13.4	0.178269
5.1	13.4	0.178633
5.2	13.4	0.179003
5.3	13.4	0.17938
5.4	13.4	0.179763
5.5	13.4	0.180153
5.6	13.4	0.180549
5.7	13.4	0.180952
5.8	13.4	0.181361
5.9	13.4	0.181776
6	13.4	0.182198
6.1	13.4	0.182626
6.2	13.4	0.183061
6.3	13.4	0.183502
6.4	13.4	0.183949
6.5	13.4	0.184402
6.6	13.4	0.184862
6.7	13.4	0.185327
6.8	13.4	0.185799
6.9	13.4	0.186277
7	13.4	0.186761
7.1	13.4	0.187251
7.2	13.4	0.187747
7.3	13.4	0.188249
7.4	13.4	0.188757
7.5	13.4	0.189271
7.6	13.4	0.189791
7.7	13.4	0.190316
7.8	13.4	0.190848
7.9	13.4	0.191385
8	13.4	0.191929
8.1	13.4	0.192478
8.2	13.4	0.193033
8.3	13.4	0.193593
8.4	13.4	0.194159
8.5	13.4	0.194731
8.6	13.4	0.195309
8.7	13.4	0.195892
8.8	13.4	0.196481
8.9	13.4	0.197075
9	13.4	0.197676
9.1	13.4	0.198281
9.2	13.4	0.198892
9.3	13.4	0.199509
9.4	13.4	0.200131
9.5	13.4	0.200758
9.6	13.4	0.201391
9.7	13.4	0.20203
9.8	13.4	0.202673
9.9	13.4	0.203323
10	13.4	0.203977
10.1	13.4	0.204637
10.2	13.4	0.205302
10.3	13.4	0.205972
10.4	13.4	0.206648
10.5	13.4	0.207329
10.6	13.4	0.208015
10.7	13.4	0.208707
10.8	13.4	0.209403
10.9	13.4	0.210105
11	13.4	0.210812
11.1	13.4	0.211524
11.2	13.4	0.212242
11.3	13.4	0.212964
11.4	13.4	0.213692
11.5	13.4	0.214424
11.6	13.4	0.215162
11.7	13.4	0.215904
11.8	13.4	0.216652
11.9	13.4	0.217405
12	13.4	0.218163
12.1	13.4	0.218926
12.2	13.4	0.219693
12.3	13.4	0.220466
12.4	13.4	0.221244
12.5	13.4	0.222027
12.6	13.4	0.222814
12.7	13.4	0.223607
12.8	13.4	0.224404
12.9	13.4	0.225207
13	13.4	0.226014
13.1	13.4	0.226826
13.2	13.4	0.227643
13.3	13.4	0.228465
13.4	13.4	0.229292
13.5	13.4	0.230123
13.6	13.4	0.23096
13.7	13.4	0.231801
13.8	13.4	0.232647
13.9	13.4	0.233498
14	13.4	0.234353
14.1	13.4	0.235214
14.2	13.4	0.236079
14.3	13.4	0.236949
14.4	13.4	0.237824
14.5	13.4	0.238703
14.6	13.4	0.239587
14.7	13.4	0.240476
14.8	13.4	0.24137
14.9	13.4	0.242268
15	13.4	0.243171
15.1	13.4	0.244079
15.2	13.4	0.244992
15.3	13.4	0.245909
15.4	13.4	0.246831
15.5	13.4	0.247757
15.6	13.4	0.248688
15.7	13.4	0.249624
15.8	13.4	0.250565
15.9	13.4	0.25151
16	13.4	0.25246
16.1	13.4	0.253414
16.2	13.4	0.254374
16.3	13.4	0.255337
16.4	13.4	0.256306
16.5	13.4	0.257279
16.6	13.4	0.258257
16.7	13.4	0.259239
16.8	13.4	0.260226
16.9	13.4	0.261217
17	13.4	0.262213
17.1	13.4	0.263214
17.2	13.4	0.264219
17.3	13.4	0.265229
17.4	13.4	0.266244
17.5	13.4	0.267263
17.6	13.4	0.268286
17.7	13.4	0.269315
17.8	13.4	0.270347
17.9	13.4	0.271385
18	13.4	0.272427
18.1	13.4	0.273473
18.2	13.4	0.274524
18.3	13.4	0.27558
18.4	13.4	0.27664
18.5	13.4	0.277705
18.6	13.4	0.278774
18.7	13.4	0.279848
18.8	13.4	0.280926
18.9	13.4	0.282009
19	13.4	0.283097
19.1	13.4	0.284189
19.2	13.4	0.285285
19.3	13.4	0.286386
19.4	13.4	0.287492
19.5	13.4	0.288602
19.6	13.4	0.289717
19.7	13.4	0.290836
19.8	13.4	0.291959
19.9	13.4	0.293088

-20	13.5	0.294983
-19.9	13.5	0.293851
-19.8	13.5	0.292724
-19.7	13.5	0.291601
-19.6	13.5	0.290483
-19.5	13.5	0.289369
-19.4	13.5	0.28826
-19.3	13.5	0.287155
-19.2	13.5	0.286054
-19.1	13.5	0.284959
-19	13.5	0.283868
-18.9	13.5	0.282781
-18.8	13.5	0.281699
-18.7	13.5	0.280621
-18.6	13.5	0.279549
-18.5	13.5	0.27848
-18.4	13.5	0.277416
-18.3	13.5	0.276357
-18.2	13.5	0.275302
-18.1	13.5	0.274252
-18	13.5	0.273207
-17.9	13.5	0.272166
-17.8	13.5	0.271129
-17.7	13.5	0.270097
-17.6	13.5	0.26907
-17.5	13.5	0.268047
-17.4	13.5	0.267029
-17.3	13.5	0.266016
-17.2	13.5	0.265007
-17.1	13.5	0.264003
-17	13.5	0.263003
-16.9	13.5	0.262008
-16.8	13.5	0.261017
-16.7	13.5	0.260031
-16.6	13.5	0.25905
-16.5	13.5	0.258074
-16.4	13.5	0.257102
-16.3	13.5	0.256134
-16.2	13.5	0.255172
-16.1	13.5	0.254213
-16	13.5	0.25326
-15.9	13.5	0.252311
-15.8	13.5	0.251367
-15.7	13.5	0.250428
-15.6	13.5	0.249493
-15.5	13.5	0.248563
-15.4	13.5	0.247637
-15.3	13.5	0.246717
-15.2	13.5	0.245801
-15.1	13.5	0.244889
-15	13.5	0.243983
-14.9	13.5	0.243081
-14.8	13.5	0.242184
-14.7	13.5	0.241291
-14.6	13.5	0.240403
-14.5	13.5	0.239521
-14.4	13.5	0.238642
-14.3	13.5	0.237769
-14.2	13.5	0.2369
-14.1	13.5	0.236036
-14	13.5	0.235177
-13.9	13.5	0.234323
-13.8	13.5	0.233473
-13.7	13.5	0.232629
-13.6	13.5	0.231789
-13.5	13.5	0.230954
-13.4	13.5	0.230123
-13.3	13.5	0.229298
-13.2	13.5	0.228477
-13.1	13.5	0.227662
-13	13.5	0.226851
-12.9	13.5	0.226045
-12.8	13.5	0.225244
-12.7	13.5	0.224448
-12.6	13.5	0.223657
-12.5	13.5	0.222871
-12.4	13.5	0.22209
-12.3	13.5	0.221313
-12.2	13.5	0.220542
-12.1	13.5	0.219776
-12	13.5	0.219014
-11.9	13.5	0.218258
-11.8	13.5	0.217507
-11.7	13.5	0.21676
-11.6	13.5	0.216019
-11.5	13.5	0.215283
-11.4	13.5	0.214552
-11.3	13.5	0.213826
-11.2	13.5	0.213105
-11.1	13.5	0.21239
-11	13.5	0.211679
-10.9	13.5	0.210974
-10.8	13.5	0.210274
-10.7	13.5	0.209578
-10.6	13.5	0.208889
-10.5	13.5	0.208204
-10.4	13.5	0.207525
-10.3	13.5	0.206851
-10.2	13.5	0.206182
-10.1	13.5	0.205519
-10	13.5	0.20486
-9.9	13.5	0.204208
-9.8	13.5	0.20356
-9.7	13.5	0.202918
-9.6	13.5	0.202281
-9.5	13.5	0.20165
-9.4	13.5	0.201024
-9.3	13.5	0.200404
-9.2	13.5	0.199789
-9.1	13.5	0.19918
-9	13.5	0.198576
-8.9	13.5	0.197977
-8.8	13.5	0.197385
-8.7	13.5	0.196798
-8.6	13.5	0.196216
-8.5	13.5	0.19564
-8.4	13.5	0.19507
-8.3	13.5	0.194505
-8.2	13.5	0.193947
-8.1	13.5	0.193393
-8	13.5	0.192846
-7.9	13.5	0.192305
-7.8	13.5	0.191769
-7.7	13.5	0.191239
-7.6	13.5	0.190715
-7.5	13.5	0.190197
-7.4	13.5	0.189684
-7.3	13.5	0.189178
-7.2	13.5	0.188678
-7.1	13.5	0.188183
-7	13.5	0.187695
-6.9	13.5	0.187213
-6.8	13.5	0.186736
-6.7	13.5	0.186266
-6.6	13.5	0.185802
-6.5	13.5	0.185344
-6.4	13.5	0.184893
-6.3	13.5	0.184447
-6.2	13.5	0.184008
-6.1	13.5	0.183575
-6	13.5	0.183149
-5.9	13.5	0.182728
-5.8	13.5	0.182314
-5.7	13.5	0.181907
-5.6	13.5	0.181506
-5.5	13.5	0.181111
-5.4	13.5	0.180723
-5.3	13.5	0.180341
-5.2	13.5	0.179966
-5.1	13.5	0.179597
-5	13.5	0.179235
-4.9	13.5	0.178879
-4.8	13.5	0.178531
-4.7	13.5	0.178188
-4.6	13.5	0.177853
-4.5	13.5	0.177524
-4.4	13.5	0.177202
-4.3	13.5	0.176887
-4.2	13.5	0.176579
-4.1	13.5	0.176277
-4	13.5	0.175982
-3.9	13.5	0.175695
-3.8	13.5	0.175414
-3.7	13.5	0.17514
-3.6	13.5	0.174873
-3.5	13.5	0.174613
-3.4	13.5	0.17436
-3.3	13.5	0.174114
-3.2	13.5	0.173875
-3.1	13.5	0.173643
-3	13.5	0.173418
-2.9	13.5	0.173201
-2.8	13.5	0.17299
-2.7	13.5	0.172787
-2.6	13.5	0.172591
-2.5	13.5	0.172402
-2.4	13.5	0.172221
-2.3	13.5	0.172047
-2.2	13.5	0.17188
-2.1	13.5	0.17172
-2	13.5	0.171567
-1.9	13.5	0.171422
-1.8	13.5	0.171285
-1.7	13.5	0.171154
-1.6	13.5	0.171031
-1.5	13.5	0.170915
-1.4	13.5	0.170807
-1.3	13.5	0.170706
-1.2	13.5	0.170613
-1.1	13.5	0.170527
-1	13.5	0.170449
-0.9	13.5	0.170378
-0.8	13.5	0.170314
-0.7	13.5	0.170258
-0.6	13.5	0.170209
-0.5	13.5	0.170168
-0.4	13.5	0.170134
-0.3	13.5	0.170108
-0.2	13.5	0.170089
-0.1	13.5	0.170078
1.52933e-14	13.5	0.170074
0.1	13.5	0.170078
0.2	13.5	0.17009
0.3	13.5	0.170108
0.4	13.5	0.170135
0.5	13.5	0.170168
0.6	13.5	0.17021
0.7	13.5	0.170258
0.8	13.5	0.170315
0.9	13.5	0.170378
1	13.5	0.170449
1.1	13.5	0.170528
1.2	13.5	0.170614
1.3	13.5	0.170707
1.4	13.5	0.170808
1.5	13.5	0.170917
1.6	13.5	0.171032
1.7	13.5	0.171155
1.8	13.5	0.171286
1.9	13.5	0.171424
2	13.5	0.171569
2.1	13.5	0.171721
2.2	13.5	0.171881
2.3	13.5	0.172048
2.4	13.5	0.172223
2.5	13.5	0.172404
2.6	13.5	0.172593
2.7	13.5	0.172789
2.8	13.5	0.172992
2.9	13.5	0.173203
3	13.5	0.17342
3.1	13.5	0.173645
3.2	13.5	0.173877
3.3	13.5	0.174116
3.4	13.5	0.174362
3.5	13.5	0.174615
3.6	13.5	0.174875
3.7	13.5	0.175142
3.8	13.5	0.175416
3.9	13.5	0.175696
4	13.5	0.175984
4.1	13.5	0.176279
4.2	13.5	0.17658
4.3	13.5	0.176889
4.4	13.5	0.177204
4.5	13.5	0.177526
4.6	13.5	0.177855
4.7	13.5	0.17819
4.8	13.5	0.178532
4.9	13.5	0.178881
5	13.5	0.179236
5.1	13.5	0.179598
5.2	13.5	0.179967
5.3	13.5	0.180342
5.4	13.5	0.180724
5.5	13.5	0.181112
5.6	13.5	0.181507
5.7	13.5	0.181908
5.8	13.5	0.182315
5.9	13.5	0.182729
6	13.5	0.183149
6.1	13.5	0.183576
6.2	13.5	0.184009
6.3	13.5	0.184448
6.4	13.5	0.184893
6.5	13.5	0.185345
6.6	13.5	0.185802
6.7	13.5	0.186266
6.8	13.5	0.186736
6.9	13.5	0.187213
7	13.5	0.187695
7.1	13.5	0.188183
7.2	13.5	0.188677
7.3	13.5	0.189178
7.4	13.5	0.189684
7.5	13.5	0.190196
7.6	13.5	0.190714
7.7	13.5	0.191238
7.8	13.5	0.191768
7.9	13.5	0.192304
8	13.5	0.192845
8.1	13.5	0.193393
8.2	13.5	0.193946
8.3	13.5	0.194505
8.4	13.5	0.195069
8.5	13.5	0.195639
8.6	13.5	0.196215
8.7	13.5	0.196797
8.8	13.5	0.197384
8.9	13.5	0.197977
9	13.5	0.198575
9.1	13.5	0.199179
9.2	13.5	0.199788
9.3	13.5	0.200403
9.4	13.5	0.201024
9.5	13.5	0.201649
9.6	13.5	0.202281
9.7	13.5	0.202917
9.8	13.5	0.20356
9.9	13.5	0.204207
10	13.5	0.20486
10.1	13.5	0.205518
10.2	13.5	0.206182
10.3	13.5	0.20685
10.4	13.5	0.207524
10.5	13.5	0.208204
10.6	13.5	0.208888
10.7	13.5	0.209578
10.8	13.5	0.210273
10.9	13.5	0.210973
11	13.5	0.211679
11.1	13.5	0.212389
11.2	13.5	0.213105
11.3	13.5	0.213826
11.4	13.5	0.214552
11.5	13.5	0.215283
11.6	13.5	0.216019
11.7	13.5	0.21676
11.8	13.5	0.217507
11.9	13.5	0.218258
12	13.5	0.219014
12.1	13.5	0.219776
12.2	13.5	0.220542
12.3	13.5	0.221313
12.4	13.5	0.222089
12.5	13.5	0.222871
12.6	13.5	0.223657
12.7	13.5	0.224448
12.8	13.5	0.225244
12.9	13.5	0.226045
13	13.5	0.226851
13.1	13.5	0.227662
13.2	13.5	0.228477
13.3	13.5	0.229298
13.4	13.5	0.230123
13.5	13.5	0.230954
13.6	13.5	0.231789
13.7	13.5	0.232629
13.8	13.5	0.233473
13.9	13.5	0.234323
14	13.5	0.235177
14.1	13.5	0.236036
14.2	13.5	0.2369
14.3	13.5	0.237769
14.4	13.5	0.238642
14.5	13.5	0.23952
14.6	13.5	0.240403
14.7	13.5	0.241291
14.8	13.5	0.242184
14.9	13.5	0.243081
15	13.5	0.243983
15.1	13.5	0.244889
15.2	13.5	0.245801
15.3	13.5	0.246717
15.4	13.5	0.247637
15.5	13.5	0.248563
15.6	13.5	0.249493
15.7	13.5	0.250428
15.8	13.5	0.251367
15.9	13.5	0.252311
16	13.5	0.25326
16.1	13.5	0.254213
16.2	13.5	0.255171
16.3	13.5	0.256134
16.4	13.5	0.257102
16.5	13.5	0.258074
16.6	13.5	0.25905
16.7	13.5	0.260031
16.8	13.5	0.261017
16.9	13.5	0.262008
17	13.5	0.263003
17.1	13.5	0.264003
17.2	13.5	0.265007
17.3	13.5	0.266016
17.4	13.5	0.267029
17.5	13.5	0.268047
17.6	13.5	0.26907
17.7	13.5	0.270097
17.8	13.5	0.271129
17.9	13.5	0.272166
18	13.5	0.273207
18.1	13.5	0.274252
18.2	13.5	0.275302
18.3	13.5	0.276357
18.4	13.5	0.277416
18.5	13.5	0.27848
18.6	13.5	0.279549
18.7	13.5	0.280621
18.8	13.5	0.281699
18.9	13.5	0.282781
19	13.5	0.283868
19.1	13.5	0.284959
19.2	13.5	0.286055
19.3	13.5	0.287155
19.4	13.5	0.28826
19.5	13.5	0.289369
19.6	13.5	0.290483
19.7	13.5	0.291601
19.8	13.5	0.292724
19.9	13.5	0.293851

-20	13.6	0.295752
-19.9	13.6	0.29462
-19.8	13.6	0.293494
-19.7	13.6	0.292372
-19.6	13.6	0.291254
-19.5	13.6	0.290141
-19.4	13.6	0.289032
-19.3	13.6	0.287928
-19.2	13.6	0.286829
-19.1	13.6	0.285734
-19	13.6	0.284644
-18.9	13.6	0.283558
-18.8	13.6	0.282477
-18.7	13.6	0.2814
-18.6	13.6	0.280328
-18.5	13.6	0.279261
-18.4	13.6	0.278198
-18.3	13.6	0.277139
-18.2	13.6	0.276086
-18.1	13.6	0.275036
-18	13.6	0.273992
-17.9	13.6	0.272952
-17.8	13.6	0.271916
-17.7	13.6	0.270885
-17.6	13.6	0.269859
-17.5	13.6	0.268837
-17.4	13.6	0.26782
-17.3	13.6	0.266807
-17.2	13.6	0.265799
-17.1	13.6	0.264796
-17	13.6	0.263797
-16.9	13.6	0.262803
-16.8	13.6	0.261814
-16.7	13.6	0.260829
-16.6	13.6	0.259849
-16.5	13.6	0.258873
-16.4	13.6	0.257902
-16.3	13.6	0.256936
-16.2	13.6	0.255974
-16.1	13.6	0.255017
-16	13.6	0.254065
-15.9	13.6	0.253117
-15.8	13.6	0.252174
-15.7	13.6	0.251236
-15.6	13.6	0.250302
-15.5	13.6	0.249373
-15.4	13.6	0.248449
-15.3	13.6	0.24753
-15.2	13.6	0.246615
-15.1	13.6	0.245704
-15	13.6	0.244799
-14.9	13.6	0.243898
-14.8	13.6	0.243002
-14.7	13.6	0.242111
-14.6	13.6	0.241225
-14.5	13.6	0.240343
-14.4	13.6	0.239466
-14.3	13.6	0.238594
-14.2	13.6	0.237726
-14.1	13.6	0.236864
-14	13.6	0.236006
-13.9	13.6	0.235153
-13.8	13.6	0.234304
-13.7	13.6	0.233461
-13.6	13.6	0.232622
-13.5	13.6	0.231789
-13.4	13.6	0.23096
-13.3	13.6	0.230136
-13.2	13.6	0.229316
-13.1	13.6	0.228502
-13	13.6	0.227693
-12.9	13.6	0.226888
-12.8	13.6	0.226089
-12.7	13.6	0.225294
-12.6	13.6	0.224504
-12.5	13.6	0.22372
-12.4	13.6	0.22294
-12.3	13.6	0.222165
-12.2	13.6	0.221395
-12.1	13.6	0.22063
-12	13.6	0.21987
-11.9	13.6	0.219115
-11.8	13.6	0.218366
-11.7	13.6	0.217621
-11.6	13.6	0.216881
-11.5	13.6	0.216147
-11.4	13.6	0.215417
-11.3	13.6	0.214693
-11.2	13.6	0.213973
-11.1	13.6	0.213259
-11	13.6	0.21255
-10.9	13.6	0.211846
-10.8	13.6	0.211148
-10.7	13.6	0.210454
-10.6	13.6	0.209766
-10.5	13.6	0.209083
-10.4	13.6	0.208405
-10.3	13.6	0.207733
-10.2	13.6	0.207066
-10.1	13.6	0.206404
-10	13.6	0.205747
