# R  L  v_R  v_phi   x  y
9.62789 2.09685 0.00292217 0.217789 -6.39646 7.19594
3.182 0.757772 -0.00634035 0.238143 -0.46994 3.1471
2.08674 0.437813 0.0166346 0.209808 -1.22674 -1.68807
11.453 2.49517 0.00264907 0.217861 -9.21654 6.79909
3.97372 0.852016 -0.00980599 0.214412 3.62861 -1.61976
3.74914 0.876807 0.00549791 0.233869 -3.68091 0.712011
10.2028 2.25422 -0.0041738 0.220942 -6.68962 7.7036
8.54649 1.84487 0.0123002 0.215862 -0.613082 8.52448
7.38585 1.65292 0.00407934 0.223795 5.36377 -5.07748
5.71424 1.28387 -0.0161993 0.224678 -2.34264 5.21196
3.34445 0.729049 -0.0153715 0.217988 2.52216 -2.19637
3.2672 0.71783 -0.00784189 0.219708 -2.16118 2.45028
10.0446 2.18534 -0.00353857 0.217563 10.0349 -0.441539
5.75968 1.27729 0.00381694 0.221765 -0.740093 -5.71193
2.1499 0.483811 0.00129651 0.225039 1.18962 1.79077
5.05589 1.12137 -0.00370771 0.221795 -3.38547 -3.75507
6.79622 1.52006 0.000959245 0.223663 -6.65707 1.36821
3.7356 0.86512 -0.0100888 0.231588 1.41316 -3.45799
8.44528 1.89403 0.00150277 0.22427 2.82721 7.95799
6.1458 1.31096 -0.00413919 0.213311 -5.47545 -2.79111
3.09671 0.648632 -0.0109759 0.209458 -2.72353 1.47377
16.9101 3.74814 -0.00278398 0.221652 15.5744 -6.58694
4.42572 0.956588 0.00950047 0.216143 2.934 3.31341
9.27118 2.01499 0.0034708 0.217339 3.68965 -8.50536
3.2678 0.749037 -0.0133817 0.229218 -3.22969 -0.497614
3.74852 0.824215 -0.0133451 0.219878 2.25472 2.9946
2.23207 0.501501 -0.00263011 0.224679 1.85559 1.24054
4.14293 0.895264 -0.00233978 0.216094 3.30738 -2.49502
6.20475 1.28692 0.00518118 0.207408 -5.60693 -2.65729
4.30583 0.941636 -0.010954 0.218688 -3.88361 1.85951
4.25277 0.949895 0.00601568 0.223359 4.06208 -1.25919
3.43857 0.772644 -0.014096 0.224699 1.03539 3.27899
6.419 1.42074 -0.0131093 0.221333 1.56732 -6.22471
4.83473 1.07013 0.00902642 0.221343 0.482549 -4.81059
8.44318 1.8461 0.00579874 0.21865 -8.18807 -2.0598
7.29167 1.62439 0.00544854 0.222773 7.17312 1.30949
3.05264 0.74285 0.0194882 0.243346 1.99799 2.30795
3.54469 0.786852 -0.0102543 0.22198 -1.49987 3.21173
3.70809 0.85442 0.0034887 0.23042 -3.43919 1.38635
3.95397 0.898063 -0.00426001 0.22713 2.96479 2.61609
2.26171 0.504556 -0.00466257 0.223086 2.25915 0.107449
2.00407 0.429682 -0.0117768 0.214404 -0.864056 -1.80824
13.4763 2.963 0.00021379 0.219867 -6.37266 11.8744
2.21651 0.436945 -0.0227054 0.197132 -0.890969 2.02956
10.1405 2.2061 0.00466305 0.217552 -4.70126 8.98492
4.40006 0.99857 0.000799711 0.226945 4.23272 1.20191
4.76032 0.978625 -6.07263e-05 0.20558 1.13504 4.62302
4.03008 0.910955 0.00101409 0.226039 2.75931 2.93731
8.02494 1.78967 0.00175457 0.223013 4.5085 -6.63877
5.18223 1.15488 0.0119374 0.222853 -5.18212 0.0325934
5.92253 1.2899 0.0022804 0.217795 -5.90281 -0.482858
3.73151 0.795558 -0.00754537 0.2132 -2.61992 2.6571
8.68702 1.85735 0.00211039 0.213807 -3.59463 7.90841
7.12887 1.55198 0.0210178 0.217704 5.52931 -4.49973
4.83167 1.0458 -0.00963529 0.216447 -1.13868 -4.69557
2.49206 0.573797 -0.0222846 0.23025 -2.46991 0.33153
2.47418 0.574265 -0.0131643 0.232103 -1.81869 -1.67748
8.74647 1.91182 -0.00548685 0.218582 8.52244 1.96693
6.79964 1.54378 0.00369552 0.227039 -1.17111 6.69803
10.4195 2.27835 -0.00100178 0.218663 -6.08704 8.45654
4.17788 0.815921 0.0119064 0.195295 1.15903 -4.0139
8.2774 1.83439 -0.000238671 0.221615 -0.371148 -8.26907
4.01115 0.90092 -0.016608 0.224604 -2.92636 -2.74331
3.50035 0.764093 -0.00816264 0.21829 3.46724 0.480362
4.07548 0.894175 0.00488991 0.219404 1.28019 3.86919
2.56009 0.553444 0.00143516 0.216182 1.61938 -1.98284
4.42605 0.960039 -0.00888382 0.216907 -4.39481 -0.524893
7.78709 1.74183 -0.00420122 0.223682 5.54463 -5.46771
4.29009 0.971038 0.00923405 0.226344 -2.03969 -3.7742
6.3395 1.35512 0.00803382 0.213757 2.20418 5.94398
5.67231 1.19182 0.0025871 0.210112 -4.6546 3.24188
4.43288 0.997243 -0.0172376 0.224965 -2.53508 3.63646
4.14113 0.916854 0.00578534 0.221402 2.99961 2.85505
3.29106 0.724126 0.0172678 0.220028 -3.14346 -0.974531
7.52948 1.66478 -0.00168213 0.221102 4.896 -5.72033
4.86869 1.02652 0.0115107 0.210841 1.17931 4.7237
3.21612 0.733387 -0.00269923 0.228034 -2.96251 1.2518
3.7438 0.830901 -0.00484975 0.22194 -2.35822 2.90772
13.6071 2.99622 -0.00457426 0.220195 13.5701 1.00332
9.26688 2.06858 -0.00478698 0.223223 -1.28518 -9.17733
5.58343 1.28272 0.0104549 0.229737 4.3518 -3.49807
11.922 2.58155 -0.00149658 0.216535 -10.6424 -5.37354
3.61932 0.775017 0.00346156 0.214133 3.5745 -0.567798
11.4454 2.43959 0.000381782 0.213151 11.4197 -0.76533
7.65994 1.73448 0.00538476 0.226435 -0.91329 -7.6053
7.30431 1.58267 0.00952527 0.216676 -2.42125 6.89134
3.08981 0.657954 -0.0228015 0.212943 0.383895 -3.06587
8.84323 1.89808 -0.00683836 0.214637 0.565647 -8.82512
4.34724 0.969432 0.00551387 0.222999 -4.28443 -0.73632
4.14924 0.859762 -0.00718022 0.20721 -4.12442 -0.453174
2.83475 0.649594 -0.0133903 0.229154 -0.285061 2.82039
11.1492 2.48572 0.000399831 0.222951 -3.11494 10.7052
3.78551 0.849253 -0.00548945 0.224343 3.21948 1.99125
11.0899 2.4871 -0.00280401 0.224266 -10.7109 -2.87474
6.88327 1.45071 0.00239446 0.210758 5.88136 -3.57617
4.88645 1.0153 0.00784508 0.207778 0.670266 4.84026
13.5551 2.97406 0.00695889 0.219405 11.6063 7.00254
3.69202 0.80639 0.00717431 0.218414 -0.541884 3.65203
2.09398 0.485797 -0.00195392 0.231997 0.115519 -2.09079
2.71029 0.60546 0.00712794 0.223393 -2.11882 -1.69004
3.14748 0.691845 -0.00240343 0.219809 2.28472 2.16488
3.89966 0.839374 0.0223497 0.215243 -2.91935 2.58549
6.83288 1.49891 0.0031285 0.219368 -0.263557 6.82779
2.97917 0.629948 -0.0222918 0.211451 -2.77703 -1.07868
8.27915 1.81086 -0.00942674 0.218725 -3.61375 7.44883
12.0375 2.68073 -0.00336599 0.222699 10.8738 -5.16353
4.36598 0.961113 -0.00099819 0.220137 -0.908861 -4.27033
7.76125 1.67964 0.000661636 0.216413 -0.456084 -7.74784
3.94968 0.912704 -0.00864421 0.231083 1.5924 -3.61445
4.564 1.02964 0.00893974 0.2256 -4.30066 1.52789
2.12962 0.510418 -0.0257657 0.239676 0.594419 -2.04498
2.93577 0.640004 0.00414656 0.218002 -1.41755 2.57085
6.45262 1.43907 0.0123572 0.223021 1.44696 -6.28829
6.13579 1.373 0.00743559 0.223768 -3.98345 4.66691
7.59971 1.67526 0.00047571 0.220437 1.2924 7.48901
4.44611 0.997333 0.000721599 0.224316 -2.91128 -3.36041
3.63833 0.765784 -0.00664787 0.210476 -3.47695 1.07159
6.01243 1.29379 -0.00914743 0.215185 1.41458 -5.84365
4.77013 1.10319 -0.011657 0.23127 4.48256 -1.63119
6.74295 1.49038 0.013 0.221029 -0.83464 -6.69109
6.67415 1.47595 -0.0127912 0.221144 5.83255 -3.24432
8.29064 1.73229 -0.00749763 0.208946 -6.41371 5.25347
4.77681 1.0861 -0.0115382 0.22737 3.79373 2.90268
3.28516 0.720898 -0.00618063 0.219441 3.24749 0.496028
5.3569 1.12362 0.0142048 0.209752 -0.228868 5.352
4.91714 1.08473 -0.00375358 0.220601 -4.13001 -2.66859
6.519 1.39321 0.00114231 0.213715 6.49163 -0.596737
2.28826 0.520224 0.0192788 0.227345 0.873546 -2.11496
8.26237 1.82632 -0.000186222 0.22104 2.51099 7.87158
2.45905 0.554334 0.00208508 0.225426 -2.40103 0.530984
2.50676 0.55806 0.0280166 0.222622 -0.92724 -2.32896
3.56195 0.781885 0.024344 0.21951 3.2396 -1.48072
11.6708 2.599 -0.00168714 0.222693 -3.91389 10.9949
2.63575 0.553348 -0.007834 0.20994 -2.2357 -1.396
7.53517 1.56049 0.0053987 0.207095 -7.44852 -1.13945
6.22278 1.32506 0.0182883 0.212937 6.19543 0.582757
3.45718 0.728124 -0.00771794 0.210612 2.36251 -2.52401
5.49805 1.19948 0.00199929 0.218164 -4.98601 -2.31695
3.94673 0.832294 -0.00308637 0.210882 0.882765 3.84674
2.53946 0.530775 0.00808707 0.209011 2.47046 0.587985
9.46064 2.10071 -0.000246673 0.222048 5.39479 7.77173
3.45551 0.794211 -0.00617938 0.229839 3.43915 0.335798
4.43195 0.989815 0.00806495 0.223336 1.45908 -4.18488
5.75133 1.26297 0.0148406 0.219597 -4.65458 3.37827
4.81774 0.993957 0.00161048 0.206312 -1.24427 -4.65429
6.64479 1.46468 -0.00363584 0.220426 -4.34926 -5.02367
2.63723 0.607428 -0.0303349 0.230328 -2.59996 -0.441832
4.05098 0.876703 0.00922278 0.216417 4.04963 0.104649
3.04585 0.689717 -0.0160517 0.226445 -2.16255 2.14489
7.52464 1.62468 0.0188494 0.215915 -4.93991 5.67605
4.17843 0.890862 0.0123935 0.213205 -1.07694 4.03727
2.44012 0.561014 -0.0093165 0.229912 -2.1064 -1.23178
3.74081 0.8047 -0.00973147 0.215114 -3.10021 -2.09341
3.5477 0.791882 -0.00273333 0.22321 2.92999 -2.00033
8.23857 1.77066 -0.00450872 0.214923 5.40139 6.22085
10.8808 2.39914 -0.000394112 0.220494 7.20902 -8.1499
11.0208 2.46129 0.00278142 0.223332 10.5902 3.05058
9.10358 2.01145 0.00411944 0.220951 8.07651 4.20061
7.77428 1.64734 0.00360935 0.211897 -6.34078 -4.4982
3.10962 0.675936 0.0148821 0.217369 -0.714011 3.02654
4.0681 0.925115 0.00452992 0.227407 -3.80854 -1.42986
2.23125 0.512824 -0.00410507 0.229837 1.60849 1.54637
11.4466 2.59729 -0.00508467 0.226905 -5.35229 10.1182
4.81765 1.12583 0.0114279 0.233689 3.63386 -3.16303
5.74037 1.24212 0.00329458 0.216384 -4.13843 -3.97809
3.37453 0.707754 -0.00416712 0.209734 2.10304 2.63906
2.9398 0.629134 -0.00723189 0.214006 2.61814 -1.33707
10.3259 2.24801 0.00381893 0.217705 9.88121 -2.99776
2.52585 0.551085 -0.0137467 0.218178 0.590084 -2.45596
3.43834 0.804225 0.00664488 0.2339 1.39762 3.14146
4.40432 0.958324 -0.00660029 0.217587 1.63607 4.08917
2.99097 0.617906 0.00445731 0.206591 2.96928 0.359594
11.0224 2.4287 0.000884343 0.220343 1.66142 -10.8964
4.96434 1.06226 0.000129946 0.213978 -1.27524 -4.79776
6.20311 1.33319 0.0080286 0.214923 2.77599 5.54729
3.24353 0.685938 -0.00499272 0.211479 3.18742 0.600708
2.89635 0.660178 0.0114322 0.227934 2.81749 0.671285
5.55798 1.23016 -4.62393e-05 0.221332 5.25481 1.81056
3.07479 0.698675 0.0148186 0.227227 -1.14892 -2.85207
2.02892 0.433175 0.00788362 0.2135 -1.37779 -1.48937
8.10965 1.812 -0.00351184 0.223437 -6.21251 -5.2126
4.18832 0.949544 0.0136187 0.226712 0.870177 4.09693
5.38024 1.19357 -0.0169614 0.221843 -3.73928 -3.86843
5.77663 1.23332 -0.0172776 0.213502 5.36295 2.14667
2.84416 0.657275 -0.0184645 0.231096 2.81952 0.373546
5.70724 1.24588 -9.55929e-06 0.218298 -5.22247 2.30183
3.78585 0.866972 -0.0041222 0.229004 -3.03969 -2.25675
7.65273 1.71333 -0.00734515 0.223885 -6.63496 3.81335
2.36076 0.541199 0.00240063 0.229248 -1.91342 1.38276
5.18855 1.14661 -0.00158736 0.220989 4.98658 1.43355
5.75167 1.24575 0.00363092 0.216588 -4.44882 -3.64551
2.73113 0.625026 -0.00425105 0.228852 -1.07168 -2.51209
10.5066 2.36793 0.014729 0.225376 7.83404 -7.00113
3.00339 0.671385 0.00103914 0.223543 -0.234682 2.9942
2.94488 0.716964 0.00439789 0.243461 0.967209 -2.78151
6.65627 1.43501 -0.000311709 0.215588 6.26703 2.24281
10.2933 2.21199 -0.00225235 0.214897 -10.2798 0.526837
3.72636 0.762666 0.0116721 0.204668 -1.19118 3.53085
6.01246 1.33537 -4.44215e-05 0.2221 5.69692 -1.92218
14.9779 3.32975 -0.00426353 0.222311 -13.5105 -6.46557
10.5625 2.36181 -0.00183658 0.223603 -0.0697764 10.5623
2.56367 0.552775 -0.00937414 0.215618 -2.55868 -0.160022
6.42777 1.41008 0.0063204 0.219373 -6.12342 -1.95448
5.29956 1.09456 0.0074036 0.206538 -5.08679 1.48658
6.29011 1.37048 -0.0101435 0.217878 -1.6623 6.06649
5.18187 1.15008 0.000752997 0.221943 -4.85932 -1.79968
10.2036 2.28011 -0.00182196 0.223461 -4.3992 -9.20654
2.75964 0.56165 0.014863 0.203523 1.45199 -2.34678
3.59624 0.811216 -0.00318357 0.225573 -2.1279 -2.89914
4.00016 0.830764 0.00541367 0.207683 1.08398 3.85049
2.2908 0.517636 -0.00906897 0.225963 2.15367 -0.780679
2.9708 0.607609 -0.000627273 0.204527 2.60436 -1.42932
3.29561 0.709066 -0.00152023 0.215155 -2.58059 -2.04979
3.55182 0.774321 0.012567 0.218007 -2.15083 -2.82654
2.32665 0.480041 -0.000881738 0.206323 1.25682 1.95798
8.81343 1.97147 -0.00280071 0.223689 -5.32951 7.01946
3.15164 0.650159 0.0115225 0.206292 2.96402 1.07119
4.56506 1.03316 0.00155005 0.226319 -1.63811 -4.26102
10.7847 2.38947 0.00173721 0.221561 -5.30961 9.38712
4.91165 1.09434 0.00379384 0.222804 3.01892 -3.87433
4.18249 0.940784 -0.000253756 0.224934 1.60908 3.86058
3.44544 0.75958 0.00643849 0.22046 -2.61375 2.24485
5.99039 1.30709 0.00661286 0.218198 4.45607 4.00353
2.09633 0.426908 0.0215441 0.203646 -0.024548 2.09618
5.71638 1.30206 0.00886174 0.227778 -1.26962 -5.5736
3.88579 0.868216 0.00136336 0.223434 3.46639 1.75598
3.71789 0.856027 0.00463861 0.230245 -1.56919 3.37052
2.2739 0.519311 0.00198398 0.228379 -0.173262 -2.26729
2.66925 0.557968 0.000558823 0.209036 1.54489 -2.17674
2.2033 0.503847 -0.00694998 0.228678 -2.10342 0.655885
5.3724 1.14029 -0.0102638 0.212249 -3.43051 -4.13451
6.52793 1.45541 -0.00682281 0.222951 3.74196 -5.34899
10.0673 2.21068 -0.000305675 0.21959 8.50977 -5.37908
2.93681 0.670206 0.00855939 0.228209 0.511699 -2.89189
6.183 1.37202 -0.00415001 0.221903 -0.889555 -6.11868
4.6411 1.03867 0.00854427 0.223799 -2.84116 -3.66982
9.47348 2.1443 -0.00722491 0.226348 9.46446 -0.41314
7.25366 1.60065 0.00191769 0.220668 6.95311 -2.06635
2.50065 0.535247 -0.00408599 0.214043 2.39896 0.705861
3.16642 0.742855 0.02839 0.234604 -3.15641 -0.251503
3.07598 0.695704 -0.00768437 0.226173 1.96098 -2.36985
12.0981 2.69019 -0.00429144 0.222366 -11.7324 2.95213
3.29653 0.752615 0.02214 0.228306 -2.55737 -2.08013
7.1421 1.54271 -0.00140034 0.216002 -4.25203 5.73845
2.27663 0.503261 -0.0168845 0.221055 1.84019 1.34043
4.64858 1.01079 0.00835876 0.21744 -4.0496 2.28256
7.63559 1.64817 0.00442527 0.215854 2.63127 7.16789
19.3691 4.2633 0.00102232 0.220109 -2.94084 -19.1445
10.4614 2.29862 -0.00280137 0.219723 2.4923 10.1602
5.34316 1.19293 0.00762739 0.223264 5.33358 -0.319857
15.9286 3.47604 0.000672446 0.218227 -9.08459 -13.084
3.8297 0.859462 -0.030073 0.22442 3.22328 -2.06811
3.45258 0.728401 0.00975028 0.210973 3.14731 -1.41942
8.29584 1.7648 -0.00846685 0.212733 6.88369 4.62986
9.60835 2.09131 -0.000519388 0.217656 1.1861 -9.53486
6.07263 1.27983 0.0064921 0.210753 4.67421 3.87667
5.10914 1.1072 0.0039204 0.21671 -4.70659 1.9878
3.36164 0.761655 0.005513 0.226573 2.58169 -2.15301
5.68986 1.27074 0.00312244 0.223334 -4.33201 3.68893
8.31405 1.91284 -0.0113918 0.230073 6.80904 4.7708
10.4733 2.31782 -0.00535333 0.221307 8.66664 -5.8804
7.48571 1.61027 -0.00378949 0.215113 -3.71998 6.49597
8.99723 1.97937 0.00700726 0.219998 5.9091 -6.78473
5.6002 1.25889 0.00326568 0.224794 -2.16874 5.16321
3.10631 0.697779 0.0109949 0.224633 -0.606188 -3.04659
2.20736 0.495119 0.00958084 0.224303 -1.40737 1.70052
3.41541 0.740886 -0.0197103 0.216925 3.10625 -1.41993
5.75411 1.24215 -0.00594464 0.215872 5.47917 1.75741
3.55237 0.774331 0.00680811 0.217976 -3.26635 -1.39653
6.19695 1.26596 0.00153738 0.204287 -5.41192 -3.01882
5.6728 1.25746 -0.00335358 0.221665 2.79047 -4.93902
7.64836 1.66444 0.00925545 0.217621 -1.03989 -7.57733
2.91531 0.662441 0.0130024 0.227228 1.88563 2.22339
6.13918 1.29842 -0.00810196 0.211497 -2.9623 5.3772
12.69 2.78962 -0.000506615 0.219829 12.0058 4.11053
4.60542 0.993225 -0.0130188 0.215664 2.39661 -3.93271
2.77838 0.60516 -0.00899017 0.217811 -2.47193 1.26844
7.90795 1.79024 -0.000137981 0.226385 2.95847 7.3337
2.58884 0.54669 0.0255859 0.211172 -2.46002 0.806475
2.93717 0.656428 0.0208021 0.22349 -0.711713 2.84963
5.67842 1.22524 -0.00411345 0.215772 0.00410303 5.67842
10.0916 2.20921 -0.00153249 0.218917 9.79152 -2.44249
5.5516 1.16996 0.00876371 0.210743 5.52048 -0.587048
4.73355 1.01133 -0.00649868 0.21365 -1.06505 4.61218
4.81393 0.987993 0.0160126 0.205236 4.34793 2.06625
7.78445 1.6877 -0.00667774 0.216804 -2.5827 -7.34352
4.38768 0.945611 0.00541632 0.215515 -4.30929 -0.825653
7.42497 1.63514 0.00113212 0.220222 -0.777135 7.38419
7.73319 1.66486 0.00984225 0.215288 7.12296 3.01092
11.8015 2.57963 -0.00028189 0.218584 -3.05746 -11.3986
2.72304 0.574533 0.00577386 0.210989 1.2418 2.4234
5.07959 1.05954 0.000758677 0.208588 5.03386 -0.6801
6.55922 1.51442 -1.75047e-05 0.230884 -0.534287 6.53743
4.7991 1.05502 0.00378369 0.219836 3.72144 -3.03022
4.45166 1.00844 0.0106889 0.226532 2.62819 3.59303
2.9663 0.700948 0.0250909 0.236304 -0.58256 -2.90853
5.17969 1.08598 0.00509291 0.20966 -0.331753 5.16906
4.34968 0.996037 -0.0157235 0.228991 -3.651 2.36431
3.73222 0.827525 -0.015757 0.221725 -2.98548 -2.23972
3.65497 0.776567 -0.0118939 0.212469 -3.53881 0.914119
2.25533 0.50762 -0.0230162 0.225075 -2.21474 0.425981
4.84296 1.01082 0.00241633 0.208719 2.08907 -4.36922
8.61923 1.84963 0.0123001 0.214593 -8.61832 -0.124963
3.18344 0.641175 -0.00138043 0.201409 3.15549 0.420906
4.43944 0.947858 -0.00406162 0.213509 4.43746 -0.132518
2.87096 0.57764 -0.0044351 0.201201 2.14463 1.90865
9.19865 1.98298 0.00298646 0.215573 3.87129 8.34436
4.57455 0.988047 0.000742575 0.215988 -0.543875 -4.54211
4.45426 0.99615 -0.000585462 0.22364 4.21212 -1.44859
8.30178 1.8478 0.00433627 0.222579 -6.46395 -5.20931
3.60437 0.795076 -0.0169956 0.220587 -2.44816 -2.64538
6.90487 1.50882 -0.000776007 0.218515 0.21636 -6.90148
2.97026 0.665085 0.0013327 0.223915 2.46135 1.66259
8.16872 1.70707 0.00794309 0.208977 -8.0512 1.38064
5.74156 1.29357 0.00298194 0.2253 -1.20239 -5.61425
2.3275 0.513978 0.00305311 0.220828 0.44931 -2.28372
5.99139 1.34188 0.0078376 0.223968 -0.483832 5.97183
5.00246 1.11661 -0.00225108 0.223213 -0.999485 4.9016
2.79297 0.638894 -0.00839728 0.228751 1.6556 -2.24937
2.95463 0.617277 0.0067716 0.208919 2.82347 -0.870531
4.13556 0.901253 -0.0124515 0.217928 3.50819 -2.18985
3.50804 0.747846 0.0208086 0.21318 -0.023657 3.50797
3.09168 0.645327 -0.010656 0.20873 2.3793 -1.97419
8.94371 1.99838 -0.00331555 0.22344 -8.91464 0.72053
2.69025 0.604914 -0.00688264 0.224854 1.61486 2.15166
5.6248 1.22335 -0.00222155 0.217492 1.93502 -5.28148
7.43487 1.62375 0.00489523 0.218397 -7.3615 1.04192
5.99796 1.33652 -0.00205571 0.222829 4.1545 4.32615
7.68247 1.70406 0.00276038 0.221812 -1.74563 7.48151
2.65355 0.612362 0.00869472 0.23077 2.31279 1.3009
3.42086 0.763182 0.00394528 0.223097 3.24112 1.09426
11.4581 2.5197 0.00466647 0.219906 8.01109 8.19205
4.5048 1.03283 0.00960819 0.229274 2.40739 3.80758
4.73069 0.993585 0.0018814 0.210029 -0.848095 -4.65405
10.3928 2.28097 -0.000856242 0.219477 -6.41971 -8.17295
10.194 2.21301 0.00839012 0.217089 10.1229 1.20203
2.35464 0.496121 -0.034267 0.210699 2.27072 0.623012
8.27388 1.85725 -0.0191271 0.224471 -8.267 -0.337404
5.69736 1.30182 -0.00448652 0.228495 1.35179 -5.53467
2.69802 0.625614 0.00636682 0.231879 2.08723 1.70961
10.7516 2.35988 0.00685542 0.219491 -10.6849 1.1956
3.4618 0.760418 -0.00145219 0.219659 0.61214 -3.40725
3.54755 0.761904 -0.000992415 0.214769 -0.979698 -3.40959
7.99098 1.72723 0.0010312 0.216148 -4.12534 -6.84378
2.65675 0.548068 -0.0191866 0.206292 0.857901 2.51443
3.65286 0.778184 -0.0332795 0.213034 0.76202 -3.57249
8.5259 1.90229 0.00407739 0.223119 -8.45432 -1.10249
4.77345 1.01633 -0.00246688 0.212913 3.416 -3.33418
5.58973 1.24621 -0.0116831 0.222947 4.15886 -3.73483
5.04492 1.13381 0.00332538 0.224744 -4.97266 0.850833
2.57484 0.564071 0.0274567 0.21907 -1.71686 1.91891
5.60194 1.25082 0.00845859 0.223284 -5.22575 -2.01824
2.42081 0.530937 0.0138292 0.219322 -2.40566 -0.270403
8.08073 1.80381 -0.00037031 0.223224 1.81865 7.87341
4.90963 1.09709 0.000806749 0.223456 -2.3323 4.32029
5.39167 1.18306 -0.00988547 0.219423 -1.67399 5.12521
3.31998 0.762823 -0.00459129 0.229767 0.741969 3.23601
4.50401 0.983279 -0.00514805 0.218312 -3.63125 2.66461
10.4297 2.30295 -0.00621501 0.220806 10.2737 -1.79741
2.66061 0.582249 -0.00306398 0.21884 2.65853 0.105123
4.88599 1.17128 -0.00419591 0.239722 4.38868 -2.14765
5.5182 1.26194 -0.000973321 0.228687 2.51125 4.91367
5.99597 1.25629 0.00776224 0.209523 3.84618 -4.59984
2.87125 0.649605 -0.0153884 0.226245 2.87107 -0.0320649
4.70281 0.98639 -0.00252827 0.209745 -4.21249 2.09077
2.47454 0.549058 0.00603836 0.221882 1.23559 2.14399
2.8345 0.676165 -0.00167405 0.238548 -2.7237 0.784762
2.9066 0.637626 0.00126398 0.219372 -1.27195 -2.61352
5.17048 1.0629 0.00781007 0.205571 5.15355 0.417991
4.49507 1.03656 0.00589979 0.230599 -3.56195 2.74193
2.99525 0.652828 3.00078e-05 0.217954 -2.60806 1.47294
6.05195 1.36074 -0.00518894 0.224843 -2.02937 5.70156
4.93543 1.04536 -0.0139362 0.211807 1.58501 -4.67399
4.50497 1.00388 -0.010438 0.222839 2.42799 3.79468
3.87676 0.828911 0.00294662 0.213815 2.87524 -2.60044
2.20345 0.492945 0.0153466 0.223716 1.50505 -1.60934
5.83499 1.30258 0.00394745 0.223236 5.47873 -2.00764
3.15483 0.691502 0.0240454 0.219188 0.522219 -3.11131
3.41628 0.728019 -0.008148 0.213103 -1.65621 2.98796
2.08954 0.453472 0.00080801 0.21702 0.741249 -1.95364
6.3133 1.38605 0.00349133 0.219545 6.19283 1.22745
2.55488 0.584497 0.00801722 0.228777 0.476819 2.50999
3.80523 0.830375 -0.0171981 0.218219 2.74722 2.63298
5.38423 1.1842 -0.000611461 0.219939 -1.92777 -5.02729
2.33973 0.526422 -0.01996 0.224993 -2.2828 -0.512982
5.83808 1.30363 -0.00852285 0.223298 -5.31261 -2.42062
3.49264 0.827091 0.0106187 0.23681 -1.77211 -3.00968
13.165 2.95201 0.0056683 0.224232 -12.3059 -4.67784
11.8565 2.57614 0.000130576 0.217277 10.6295 -5.25266
8.81808 1.88433 -0.00198752 0.213689 -8.37175 2.76988
5.89405 1.32398 -0.00673719 0.224629 -5.71982 -1.4225
5.73932 1.2308 -0.00494405 0.214451 -4.95427 -2.8974
11.0746 2.4243 0.00108229 0.218907 11.0131 1.16514
6.74743 1.54362 -0.0101323 0.228772 1.21008 6.63804
3.22315 0.698522 0.0143559 0.21672 -3.02872 1.10254
3.69713 0.878835 -0.00299666 0.237707 -0.718641 3.62662
4.87997 1.08618 -0.00412226 0.22258 -1.44868 4.65998
7.31295 1.66386 -0.00812553 0.227523 7.20077 -1.27599
2.49756 0.554018 0.0291519 0.221823 -2.3028 0.966924
5.92432 1.3507 -0.00338285 0.227993 4.78795 -3.48899
4.38228 0.981459 -0.0150334 0.223961 3.91121 -1.97656
7.67328 1.71414 -0.00573296 0.22339 -2.34178 -7.30721
5.55817 1.21651 0.0149005 0.218868 -5.47395 0.963885
4.81465 0.986451 0.00177007 0.204885 4.74018 0.843576
6.01126 1.27912 0.00976109 0.212787 3.27127 -5.04322
6.07409 1.36116 0.00978127 0.224094 -6.05338 -0.501131
15.016 3.32111 -0.00129692 0.221171 11.198 -10.0043
5.65565 1.18702 0.00621561 0.209883 1.76093 5.37452
11.0264 2.41696 -0.00505744 0.219198 6.60446 -8.82963
4.59574 1.02956 -0.0176715 0.224026 4.57976 0.38287
8.61135 1.92977 -0.000428639 0.224096 8.33233 -2.17433
3.33248 0.734713 -0.0290508 0.220471 3.0277 -1.39228
3.00933 0.665555 -0.0147235 0.221164 0.791992 2.90324
3.27356 0.731923 0.00920528 0.223586 3.23702 -0.487731
11.4926 2.51617 -0.00112694 0.218939 8.14642 -8.10648
